,A_MARITL,A_SEX,A_HGA,A_AGE,PEAFEVER,PEARNVAL
77584,7,1,0,4,-1,0
77585,5,1,41,45,2,49500
77586,7,2,34,15,-1,0
77587,5,2,41,45,2,20000
77588,7,2,40,33,2,6000
77589,7,2,0,7,-1,0
77590,7,1,0,2,-1,0
77591,7,2,39,62,2,23296
77592,5,1,39,59,2,24440
77593,1,1,41,85,1,0
77594,1,2,39,85,2,0
77595,5,1,39,54,1,0
77596,5,2,39,52,2,151
77597,6,1,39,28,2,15000
77598,5,1,39,27,2,10000
77599,4,2,39,85,2,0
77600,1,2,40,66,2,0
77601,1,1,42,68,2,100000
77602,4,1,39,85,1,0
77603,5,1,40,44,2,155000
77604,5,2,43,45,2,98000
77605,7,1,40,20,2,0
77606,7,2,43,43,2,51000
77607,7,1,37,18,2,0
77608,1,2,40,67,2,4500
77609,1,1,40,71,1,0
77610,1,1,40,78,1,0
77611,1,2,40,68,2,0
77612,7,1,40,23,2,13000
77613,4,2,39,71,2,0
77614,1,1,43,35,2,79000
77615,1,2,43,33,2,50000
77616,7,1,0,8,-1,0
77617,7,1,0,3,-1,0
77618,7,1,43,27,2,91000
77619,7,1,37,28,2,30000
77620,7,1,0,4,-1,0
77621,3,2,39,28,2,0
77622,7,1,0,12,-1,0
77623,7,2,0,8,-1,0
77624,1,2,42,39,1,59000
77625,1,1,40,49,2,120000
77626,7,2,43,21,2,18000
77627,7,2,35,16,-1,0
77628,7,1,0,7,-1,0
77629,1,1,39,42,2,90000
77630,1,2,35,32,2,29002
77631,7,1,0,12,-1,0
77632,7,1,0,11,-1,0
77633,7,2,0,6,-1,0
77634,7,2,0,4,-1,0
77635,5,2,42,57,2,63000
77636,7,1,39,36,2,16640
77637,1,1,39,26,2,60000
77638,1,2,43,25,2,46500
77639,4,2,34,77,2,4000
77640,5,2,43,51,2,56000
77641,1,1,38,66,2,25000
77642,1,2,35,63,2,0
77643,4,1,35,63,2,0
77644,6,2,40,31,2,24000
77645,7,1,0,7,-1,0
77646,7,1,0,2,-1,0
77647,7,1,42,32,2,85600
77648,7,1,41,51,2,54001
77649,4,2,39,85,2,0
77650,7,1,39,32,2,47000
77651,7,2,0,6,-1,0
77652,7,1,0,5,-1,0
77653,6,2,39,32,2,9600
77654,1,2,44,61,2,56000
77655,1,1,39,65,2,0
77656,4,2,39,85,2,0
77657,7,1,42,24,2,29600
77658,7,2,42,22,2,31500
77659,7,2,0,13,-1,0
77660,1,1,39,45,2,23000
77661,1,1,39,57,2,0
77662,1,2,39,68,2,0
77663,1,1,39,61,2,0
77664,7,2,39,27,2,5000
77665,7,1,0,5,-1,0
77666,7,1,39,30,2,22880
77667,3,2,39,30,2,0
77668,7,1,0,14,-1,0
77669,7,1,0,13,-1,0
77670,7,1,0,2,-1,0
77671,7,2,0,1,-1,0
77672,1,1,39,58,2,60000
77673,1,2,39,63,2,28000
77674,7,1,37,18,2,0
77675,5,1,39,34,2,0
77676,4,2,40,80,2,0
77677,5,1,42,62,2,55000
77678,1,2,40,57,2,0
77679,1,1,40,57,2,54000
77680,1,1,39,30,2,0
77681,1,2,39,63,2,0
77682,4,2,40,85,2,0
77683,5,1,39,53,2,35000
77684,1,1,39,54,2,0
77685,1,2,44,50,2,168000
77686,4,2,40,68,2,0
77687,1,2,39,42,2,25000
77688,1,1,39,43,2,100000
77689,7,1,36,16,-1,0
77690,7,2,42,31,2,28858
77691,7,1,0,1,-1,0
77692,4,1,39,75,2,0
77693,7,1,39,18,2,0
77694,1,2,40,63,2,0
77695,1,1,39,71,2,0
77696,5,2,42,49,2,11000
77697,7,1,40,18,2,0
77698,1,1,43,70,1,0
77699,1,2,43,51,2,0
77700,5,2,39,53,2,25000
77701,7,2,40,20,2,3000
77702,7,2,39,23,2,0
77703,7,2,0,3,-1,0
77704,7,1,39,23,2,31000
77705,5,2,40,79,2,0
77706,5,1,37,54,2,0
77707,1,1,44,61,2,119000
77708,1,2,44,47,2,135000
77709,7,1,36,41,2,4800
77710,1,2,44,61,2,0
77711,1,1,43,58,2,0
77712,3,1,43,35,2,150001
77713,4,2,37,68,2,0
77714,1,1,39,34,2,70000
77715,1,2,43,40,2,15000
77716,7,1,35,17,2,0
77717,7,1,35,17,2,0
77718,7,1,0,6,-1,0
77719,7,1,0,4,-1,0
77720,4,2,40,32,2,24000
77721,1,2,39,72,2,0
77722,1,1,37,79,2,0
77723,1,2,39,70,2,40000
77724,1,1,39,51,2,90000
77725,5,2,45,55,2,30000
77726,5,1,45,62,2,500000
77727,1,2,42,73,2,0
77728,1,1,39,79,1,0
77729,4,2,41,80,2,0
77730,1,1,35,49,2,0
77731,1,2,43,51,2,0
77732,7,2,0,12,-1,0
77733,1,2,39,74,2,0
77734,1,1,39,78,1,0
77735,7,2,43,36,2,0
77736,7,1,0,1,-1,0
77737,5,1,39,45,2,0
77738,1,2,43,64,2,37000
77739,1,1,43,65,2,0
77740,5,2,44,36,2,0
77741,5,1,41,56,2,75000
77742,1,1,39,60,2,90000
77743,1,2,39,55,2,0
77744,7,1,39,22,2,53051
77745,7,1,39,31,2,16200
77746,1,1,44,45,1,35000
77747,1,2,42,50,2,95000
77748,7,1,0,10,-1,0
77749,1,1,39,32,2,50000
77750,1,2,39,31,2,20000
77751,7,1,0,2,-1,0
77752,1,1,40,40,2,91500
77753,1,2,40,43,2,30000
77754,7,2,0,14,-1,0
77755,7,2,0,5,-1,0
77756,1,2,42,50,2,0
77757,1,1,39,58,2,0
77758,7,2,0,7,-1,0
77759,7,1,0,6,-1,0
77760,5,2,41,69,2,0
77761,4,2,41,80,2,0
77762,5,1,42,77,2,0
77763,7,1,39,68,2,0
77764,1,1,42,74,1,30000
77765,1,2,40,74,2,12000
77766,1,2,39,68,2,0
77767,1,1,39,67,2,0
77768,6,1,39,53,2,19700
77769,7,1,39,47,2,19700
77770,7,1,39,56,2,0
77771,7,1,39,32,2,12000
77772,7,1,0,2,-1,0
77773,7,2,0,0,-1,0
77774,7,2,39,28,2,26000
77775,4,2,39,80,2,0
77776,4,2,39,80,2,0
77777,1,2,43,57,2,100000
77778,1,1,43,60,2,150000
77779,7,1,0,9,-1,0
77780,4,2,42,80,2,0
77781,1,1,39,77,2,0
77782,1,2,39,77,2,0
77783,1,1,39,51,2,0
77784,1,2,37,48,2,0
77785,5,2,40,32,2,19200
77786,7,1,0,8,-1,0
77787,7,1,0,8,-1,0
77788,7,1,0,6,-1,0
77789,7,1,0,5,-1,0
77790,1,1,40,80,2,0
77791,1,2,39,77,2,0
77792,1,1,39,30,2,1099999
77793,1,2,38,35,2,25000
77794,7,1,0,5,-1,0
77795,4,2,36,68,2,0
77796,1,1,41,66,2,0
77797,1,2,39,61,2,0
77798,4,2,39,80,2,0
77799,7,1,40,39,2,29000
77800,7,2,40,31,2,24000
77801,1,1,42,47,2,110000
77802,1,2,42,46,2,23000
77803,7,1,40,20,2,0
77804,7,1,39,18,2,0
77805,5,2,42,49,2,18000
77806,1,2,32,71,2,0
77807,1,1,39,70,2,0
77808,1,1,40,71,1,0
77809,1,2,39,64,2,0
77810,7,2,37,68,2,0
77811,4,1,40,68,2,0
77812,7,1,33,50,2,0
77813,5,2,43,61,2,86000
77814,7,1,0,4,-1,0
77815,1,2,42,70,2,0
77816,1,1,39,73,2,0
77817,1,2,39,74,2,0
77818,1,1,37,77,1,0
77819,5,2,40,56,2,0
77820,1,1,44,85,1,0
77821,1,2,44,80,2,0
77822,4,2,39,85,2,0
77823,7,1,39,52,2,0
77824,1,2,44,61,2,0
77825,1,1,39,64,2,32000
77826,1,1,39,63,2,0
77827,1,2,43,57,2,75000
77828,1,1,43,74,1,0
77829,1,2,43,85,2,100000
77830,1,2,40,49,2,0
77831,1,1,40,51,2,10000
77832,7,2,35,16,-1,0
77833,7,2,0,3,-1,0
77834,4,2,40,74,2,0
77835,1,1,42,72,2,0
77836,1,2,40,69,2,0
77837,5,2,40,42,2,35708
77838,7,1,39,71,2,0
77839,5,2,39,85,2,10000
77840,4,1,34,85,1,0
77841,4,2,39,85,2,0
77842,1,1,39,68,2,0
77843,1,2,39,67,2,0
77844,5,1,39,69,2,0
77845,1,1,39,37,2,33000
77846,1,2,39,35,2,21500
77847,4,2,39,79,2,0
77848,4,2,44,74,2,0
77849,7,1,36,49,2,40000
77850,7,2,39,33,2,5000
77851,7,1,0,7,-1,0
77852,7,2,0,10,-1,0
77853,1,1,41,73,1,4500
77854,1,2,39,57,2,0
77855,1,1,39,64,2,0
77856,1,2,39,48,2,0
77857,3,1,41,65,2,0
77858,5,1,43,69,2,0
77859,4,2,39,78,2,0
77860,7,2,40,33,2,8000
77861,7,2,0,2,-1,0
77862,7,2,0,0,-1,0
77863,7,1,39,32,2,34000
77864,7,2,40,32,2,7000
77865,1,2,40,67,2,0
77866,1,1,43,73,2,0
77867,4,2,40,60,2,15000
77868,7,2,39,31,2,0
77869,1,2,39,41,2,55000
77870,1,1,39,41,2,37000
77871,7,1,37,17,2,0
77872,7,1,35,15,-1,0
77873,7,1,0,11,-1,0
77874,7,2,0,9,-1,0
77875,7,1,0,7,-1,0
77876,7,1,0,4,-1,0
77877,7,2,0,2,-1,0
77878,1,1,40,57,2,20000
77879,1,2,43,56,2,30000
77880,1,1,43,32,1,62101
77881,1,2,43,30,1,48000
77882,7,1,41,32,2,0
77883,1,2,43,64,2,0
77884,1,1,39,56,1,80000
77885,7,2,39,65,2,5600
77886,7,1,39,36,2,15000
77887,7,2,43,28,2,6000
77888,7,2,40,28,2,7000
77889,7,1,39,56,2,0
77890,7,1,40,48,2,24000
77891,7,2,0,14,-1,0
77892,7,1,0,13,-1,0
77893,7,1,0,10,-1,0
77894,6,2,40,58,2,0
77895,4,2,39,54,2,32002
77896,7,1,39,34,2,30000
77897,5,1,39,41,2,34000
77898,5,2,43,75,2,0
77899,6,2,37,28,2,16000
77900,7,2,0,5,-1,0
77901,7,1,0,2,-1,0
77902,7,1,38,25,2,21000
77903,1,2,40,36,2,65000
77904,1,1,39,28,2,43000
77905,7,1,0,14,-1,0
77906,7,1,0,11,-1,0
77907,7,2,0,4,-1,0
77908,1,1,43,85,1,80000
77909,1,2,43,57,2,93000
77910,7,2,0,10,-1,0
77911,7,1,0,9,-1,0
77912,4,2,39,76,2,0
77913,1,2,39,69,2,0
77914,1,1,42,69,2,0
77915,4,2,44,85,2,0
77916,5,1,43,60,2,0
77917,4,2,42,66,2,0
77918,1,2,39,80,2,0
77919,1,1,34,85,1,0
77920,1,1,41,63,2,94000
77921,1,2,44,61,2,70000
77922,7,1,40,23,2,0
77923,1,2,42,55,2,47000
77924,1,1,39,56,1,35000
77925,7,2,43,25,2,24000
77926,4,1,41,68,1,0
77927,3,2,40,67,2,0
77928,1,2,39,77,2,0
77929,1,1,41,73,1,0
77930,5,2,40,54,2,0
77931,1,2,39,56,1,25860
77932,1,1,42,64,2,0
77933,1,1,35,77,1,0
77934,1,2,39,64,2,0
77935,7,1,43,30,2,43000
77936,7,2,0,5,-1,0
77937,5,1,39,62,2,0
77938,5,2,39,54,2,11000
77939,1,2,39,59,2,8000
77940,1,1,43,60,2,0
77941,1,1,42,65,1,0
77942,1,2,36,60,2,0
77943,7,2,39,31,2,24000
77944,7,2,0,14,-1,0
77945,7,2,0,10,-1,0
77946,7,1,0,9,-1,0
77947,1,1,39,70,2,0
77948,1,2,40,70,2,0
77949,5,1,40,75,1,0
77950,1,2,40,62,2,26000
77951,1,1,40,58,2,35000
77952,1,1,40,53,2,0
77953,1,2,43,54,2,70000
77954,5,1,39,66,1,0
77955,4,1,39,68,1,31200
77956,1,2,40,40,2,0
77957,1,1,39,48,2,30000
77958,7,2,40,19,2,0
77959,7,1,0,14,-1,0
77960,7,1,0,7,-1,0
77961,6,2,42,50,2,6000
77962,7,1,0,9,-1,0
77963,7,2,0,7,-1,0
77964,5,1,39,53,1,53000
77965,1,2,40,38,2,38000
77966,1,1,43,39,2,55000
77967,5,2,40,63,2,10000
77968,5,1,39,73,1,0
77969,1,1,42,58,2,0
77970,1,2,42,52,2,27000
77971,1,2,44,22,2,0
77972,1,1,43,32,2,23000
77973,7,1,0,13,-1,0
77974,7,2,40,26,2,0
77975,7,1,0,4,-1,0
77976,7,2,0,1,-1,0
77977,7,2,39,20,2,2200
77978,7,2,0,3,-1,0
77979,7,2,0,1,-1,0
77980,1,2,35,40,2,16000
77981,1,1,40,61,2,30000
77982,7,1,39,20,2,30000
77983,7,2,40,19,2,21000
77984,1,2,40,52,2,17000
77985,1,1,40,60,2,0
77986,7,1,0,14,-1,0
77987,7,2,36,78,2,0
77988,3,2,39,73,2,0
77989,7,1,34,17,2,7333
77990,4,1,33,77,1,0
77991,1,2,37,35,2,6000
77992,1,1,39,35,2,0
77993,7,1,34,15,-1,0
77994,7,2,0,14,-1,0
77995,7,1,0,13,-1,0
77996,7,1,0,11,-1,0
77997,3,2,39,29,2,6000
77998,7,2,0,5,-1,0
77999,7,2,0,3,-1,0
78000,1,2,40,27,2,0
78001,1,1,39,29,2,50000
78002,7,2,0,10,-1,0
78003,7,1,0,1,-1,0
78004,1,1,43,56,2,80000
78005,1,2,40,54,2,55000
78006,7,1,43,29,2,35000
78007,1,1,40,80,2,0
78008,1,2,37,72,2,0
78009,4,2,37,85,2,23625
78010,4,2,39,70,2,0
78011,1,1,40,69,2,100000
78012,1,2,43,68,2,0
78013,1,1,39,80,2,0
78014,1,2,37,78,2,0
78015,5,1,43,43,2,11500
78016,7,1,0,12,-1,0
78017,7,2,0,9,-1,0
78018,7,2,39,28,2,15000
78019,7,2,39,59,2,39000
78020,4,2,43,73,2,0
78021,7,2,43,41,2,7000
78022,1,1,40,50,2,60000
78023,1,2,40,44,2,22000
78024,7,1,0,9,-1,0
78025,7,1,0,9,-1,0
78026,4,2,44,62,2,58335
78027,1,2,40,48,2,20000
78028,1,1,39,51,2,20000
78029,7,1,0,14,-1,0
78030,7,2,0,9,-1,0
78031,4,1,40,85,1,0
78032,6,2,46,54,2,50500
78033,7,2,0,7,-1,0
78034,5,1,39,67,2,15000
78035,5,1,39,38,2,18000
78036,1,1,39,49,2,36000
78037,1,2,39,44,2,0
78038,7,1,41,29,2,36000
78039,7,2,42,22,2,20000
78040,7,2,0,13,-1,0
78041,1,1,31,63,2,8000
78042,1,2,31,63,2,0
78043,7,1,40,22,2,6500
78044,5,1,32,80,2,40000
78045,1,1,40,43,2,37000
78046,1,2,39,41,2,17000
78047,7,2,35,17,2,0
78048,7,2,34,15,-1,0
78049,7,2,0,12,-1,0
78050,7,2,0,10,-1,0
78051,1,1,40,26,1,46063
78052,1,2,40,29,2,28602
78053,7,1,0,2,-1,0
78054,1,1,40,30,2,39002
78055,1,2,40,27,2,28602
78056,7,1,0,2,-1,0
78057,5,1,39,43,2,7000
78058,7,2,37,18,2,0
78059,7,1,0,13,-1,0
78060,7,2,40,35,1,15000
78061,1,2,39,58,2,17000
78062,1,1,39,61,1,18850
78063,7,2,34,30,2,27000
78064,7,2,0,14,-1,0
78065,7,2,0,4,-1,0
78066,7,2,0,3,-1,0
78067,7,2,0,2,-1,0
78068,7,2,39,31,2,20000
78069,5,2,41,35,2,12000
78070,7,2,0,11,-1,0
78071,7,2,0,7,-1,0
78072,5,1,39,56,2,26700
78073,2,2,46,28,2,90000
78074,1,1,43,29,-1,85000
78075,7,1,0,1,-1,0
78076,1,1,40,68,2,0
78077,1,2,39,72,2,0
78078,4,2,39,48,2,30000
78079,7,2,39,19,2,0
78080,7,1,36,16,-1,0
78081,7,2,0,9,-1,0
78082,5,1,39,46,2,18000
78083,5,1,39,37,2,25000
78084,7,1,38,18,2,0
78085,7,2,0,14,-1,0
78086,7,2,0,3,-1,0
78087,5,2,39,38,2,0
78088,1,1,39,54,2,20000
78089,1,2,39,51,2,29000
78090,7,2,39,22,2,16000
78091,1,2,39,59,2,30000
78092,1,1,39,64,2,30000
78093,1,1,40,76,1,0
78094,1,2,39,69,2,0
78095,5,2,43,58,2,123000
78096,1,2,44,76,2,0
78097,1,1,44,80,2,0
78098,1,1,44,71,2,0
78099,1,1,44,75,2,35000
78100,1,1,43,85,1,0
78101,1,2,40,80,2,0
78102,5,1,43,46,2,30000
78103,7,2,43,54,2,65000
78104,1,1,43,76,2,0
78105,1,2,39,73,2,0
78106,1,2,39,36,2,0
78107,1,1,39,44,2,41600
78108,7,1,0,12,-1,0
78109,7,2,0,5,-1,0
78110,7,1,0,0,-1,0
78111,5,2,39,57,2,26000
78112,5,1,43,65,2,0
78113,5,2,43,70,2,61000
78114,1,2,33,37,2,0
78115,1,1,39,31,2,0
78116,1,2,43,42,2,42000
78117,1,1,43,44,2,52002
78118,7,1,0,7,-1,0
78119,7,1,0,5,-1,0
78120,1,1,44,70,2,0
78121,1,2,44,69,2,0
78122,7,2,43,49,2,75323
78123,5,2,40,68,2,0
78124,1,1,39,34,2,0
78125,1,2,39,33,2,0
78126,4,2,42,73,2,0
78127,5,1,42,31,2,-4000
78128,5,2,39,63,2,0
78129,5,2,39,85,2,0
78130,4,2,39,85,2,0
78131,1,1,40,80,2,0
78132,1,2,39,80,2,0
78133,7,2,43,60,2,90000
78134,5,2,43,65,2,0
78135,5,2,42,56,2,40000
78136,4,1,40,80,1,0
78137,1,1,39,77,2,0
78138,1,2,39,73,2,0
78139,5,2,43,66,2,55000
78140,7,1,40,27,2,60000
78141,7,2,0,2,-1,0
78142,7,2,43,26,2,20000
78143,4,2,44,73,2,0
78144,5,1,42,62,2,61000
78145,1,1,44,66,2,0
78146,1,2,43,56,2,0
78147,1,2,43,53,2,48002
78148,1,1,43,58,2,37002
78149,1,2,33,37,2,0
78150,1,1,39,31,2,30000
78151,7,2,38,20,2,0
78152,7,2,37,17,2,0
78153,7,1,0,13,-1,0
78154,7,1,0,0,-1,0
78155,4,2,39,61,2,31000
78156,1,1,37,76,1,0
78157,1,2,39,80,2,0
78158,3,2,43,43,2,30000
78159,7,1,38,17,2,0
78160,5,2,39,80,2,0
78161,1,1,43,70,2,0
78162,1,2,39,69,2,0
78163,1,1,44,68,1,0
78164,1,2,40,65,2,0
78165,1,1,39,65,2,0
78166,1,2,43,58,2,0
78167,1,2,40,34,2,0
78168,1,1,43,33,2,96000
78169,7,2,0,10,-1,0
78170,7,1,0,5,-1,0
78171,7,1,0,2,-1,0
78172,1,2,39,34,2,0
78173,1,1,39,36,2,42000
78174,7,1,0,12,-1,0
78175,7,2,0,10,-1,0
78176,7,2,0,9,-1,0
78177,7,1,0,6,-1,0
78178,7,1,0,4,-1,0
78179,1,2,40,50,2,14800
78180,1,1,39,43,2,30000
78181,7,2,0,10,-1,0
78182,7,2,43,23,2,14000
78183,1,1,43,78,2,0
78184,1,2,43,74,2,0
78185,7,2,43,57,2,94000
78186,1,1,39,63,2,13000
78187,1,2,39,63,2,20000
78188,5,1,39,57,2,40000
78189,7,1,39,38,2,52000
78190,5,2,39,48,2,0
78191,7,1,39,25,2,0
78192,7,1,39,22,2,0
78193,1,1,39,63,2,0
78194,1,2,39,64,2,0
78195,5,1,43,56,1,19000
78196,1,1,41,33,2,18600
78197,1,2,43,33,2,0
78198,7,1,0,0,-1,0
78199,6,2,33,39,2,0
78200,7,1,0,11,-1,0
78201,7,2,0,10,-1,0
78202,5,2,42,54,2,29001
78203,7,1,43,26,2,75000
78204,7,2,43,28,2,75000
78205,1,1,43,43,2,54000
78206,1,2,39,37,2,60000
78207,7,1,35,15,-1,0
78208,7,2,0,13,-1,0
78209,7,1,0,11,-1,0
78210,1,2,40,72,2,0
78211,1,1,39,72,1,0
78212,5,2,39,65,2,25000
78213,1,1,41,36,2,0
78214,1,2,42,63,2,0
78215,1,1,39,55,2,40000
78216,1,2,39,51,2,30000
78217,4,2,40,77,2,0
78218,1,2,39,80,1,50000
78219,1,1,43,52,2,60000
78220,7,1,0,11,-1,0
78221,1,2,43,42,2,180000
78222,1,1,42,40,2,105522
78223,7,2,0,13,-1,0
78224,7,1,0,12,-1,0
78225,1,2,39,63,2,41000
78226,1,1,39,64,2,39000
78227,7,2,42,37,2,8000
78228,7,1,39,18,2,0
78229,7,1,43,41,2,50000
78230,7,2,0,14,-1,0
78231,1,1,44,58,2,60000
78232,1,2,43,59,2,15000
78233,7,2,43,26,2,16000
78234,5,2,42,33,1,20000
78235,7,2,0,12,-1,0
78236,7,1,0,9,-1,0
78237,7,1,40,22,2,21000
78238,1,1,40,46,2,0
78239,1,2,40,46,2,57000
78240,1,2,42,28,2,0
78241,1,1,42,32,2,41000
78242,7,1,0,8,-1,0
78243,7,2,0,6,-1,0
78244,7,2,0,4,-1,0
78245,1,2,38,57,2,0
78246,1,1,39,67,2,0
78247,7,1,36,18,2,0
78248,7,2,39,50,2,0
78249,7,1,39,22,2,0
78250,7,2,39,19,2,0
78251,5,1,39,52,2,12000
78252,1,1,42,64,1,18000
78253,1,2,41,60,2,22000
78254,1,2,41,48,2,40000
78255,1,1,39,53,2,0
78256,7,1,37,16,-1,1000
78257,1,1,40,75,1,0
78258,1,2,39,59,2,28000
78259,5,1,42,56,2,60000
78260,3,1,39,58,2,22000
78261,7,1,39,27,2,15000
78262,1,1,43,69,2,45000
78263,1,2,43,54,2,7000
78264,7,2,39,17,2,0
78265,1,1,43,54,2,29120
78266,1,2,39,46,2,0
78267,7,1,43,22,2,0
78268,7,1,43,22,2,0
78269,7,1,43,22,2,0
78270,7,2,43,22,2,0
78271,7,1,42,21,2,30000
78272,7,1,39,20,2,29000
78273,7,1,37,18,2,8500
78274,1,1,42,46,2,115000
78275,1,2,40,43,2,4900
78276,7,2,36,15,-1,0
78277,1,2,40,37,2,9077
78278,1,1,43,37,2,69000
78279,7,1,0,11,-1,0
78280,7,1,0,7,-1,0
78281,7,2,0,3,-1,0
78282,7,2,0,2,-1,0
78283,1,1,39,22,2,0
78284,1,2,39,21,2,12000
78285,7,1,0,2,-1,0
78286,7,2,0,0,-1,0
78287,7,2,36,39,2,19000
78288,7,2,37,17,2,0
78289,7,1,0,12,-1,0
78290,7,1,0,11,-1,0
78291,5,2,40,39,2,25000
78292,7,2,0,14,-1,0
78293,7,1,0,10,-1,0
78294,1,1,43,40,2,50000
78295,1,2,44,74,2,0
78296,5,2,40,55,2,12600
78297,7,2,0,2,-1,0
78298,5,1,38,58,2,18000
78299,5,2,43,58,2,30000
78300,5,1,41,60,2,85000
78301,1,1,44,32,2,155000
78302,1,2,43,34,2,55000
78303,7,1,0,0,-1,0
78304,7,2,37,38,2,6000
78305,7,1,35,16,-1,0
78306,7,1,0,12,-1,0
78307,4,2,43,65,2,95000
78308,3,2,43,67,2,0
78309,5,2,40,70,2,0
78310,7,2,40,41,2,0
78311,7,2,40,19,2,0
78312,7,1,38,17,2,0
78313,5,2,37,15,-1,0
78314,5,1,36,70,2,7000
78315,1,1,40,58,1,100000
78316,1,2,40,56,2,100000
78317,4,1,43,78,1,0
78318,1,2,37,38,2,12000
78319,1,1,40,56,1,12000
78320,5,2,39,44,2,13000
78321,7,1,0,14,-1,0
78322,7,2,0,14,-1,0
78323,5,1,41,44,2,52000
78324,7,1,34,15,-1,0
78325,3,2,42,26,2,0
78326,5,2,43,48,2,45000
78327,7,2,42,27,2,44200
78328,1,1,39,63,2,600
78329,1,2,41,63,2,0
78330,1,1,44,52,2,64000
78331,1,2,44,46,2,63000
78332,7,2,38,17,2,0
78333,7,1,36,16,-1,0
78334,1,2,40,52,2,39000
78335,1,1,42,46,2,0
78336,7,1,40,32,2,0
78337,7,1,40,21,2,0
78338,7,1,37,17,2,0
78339,1,1,39,44,2,84000
78340,1,2,39,46,2,24000
78341,1,1,41,72,1,0
78342,1,2,40,65,2,30000
78343,1,2,41,30,2,29000
78344,1,1,39,32,2,50000
78345,7,1,0,11,-1,0
78346,7,1,0,10,-1,0
78347,7,1,0,7,-1,0
78348,1,2,39,70,2,0
78349,1,1,39,75,2,0
78350,7,1,39,20,2,350
78351,1,2,40,22,2,13000
78352,1,1,40,22,2,0
78353,7,2,0,0,-1,0
78354,1,2,43,30,2,10000
78355,1,1,43,35,2,65000
78356,7,1,34,15,-1,0
78357,7,1,0,5,-1,0
78358,1,2,43,62,2,36000
78359,1,1,39,58,2,0
78360,7,1,39,30,2,18000
78361,6,2,41,26,2,45000
78362,7,1,0,5,-1,0
78363,7,2,0,2,-1,0
78364,7,2,42,27,2,34000
78365,7,1,40,29,2,40000
78366,1,1,42,74,1,0
78367,1,2,39,55,2,0
78368,1,1,38,72,1,0
78369,1,2,39,73,2,0
78370,7,1,40,42,2,38000
78371,5,1,40,58,2,54000
78372,5,2,39,67,1,0
78373,5,1,42,63,2,17000
78374,1,2,39,79,2,0
78375,1,1,39,58,1,0
78376,1,1,40,71,1,0
78377,1,2,45,70,2,0
78378,5,1,40,56,2,60000
78379,5,2,43,48,2,50000
78380,4,1,41,80,1,0
78381,5,2,42,80,2,0
78382,4,1,39,71,1,0
78383,1,1,40,67,2,45000
78384,1,2,40,68,2,25002
78385,4,2,43,80,2,0
78386,7,2,39,23,2,16000
78387,7,1,40,26,2,22000
78388,1,1,39,39,2,20000
78389,1,2,34,38,2,0
78390,7,2,0,10,-1,0
78391,7,2,0,10,-1,0
78392,7,2,0,7,-1,0
78393,5,2,40,80,2,0
78394,1,1,40,68,2,500
78395,1,2,40,68,2,0
78396,1,2,39,52,2,0
78397,1,1,40,53,2,40000
78398,1,1,43,70,2,0
78399,1,2,43,69,2,0
78400,5,2,43,68,2,0
78401,3,2,40,43,2,1600
78402,7,2,39,18,2,0
78403,3,2,39,36,2,0
78404,7,2,36,17,2,0
78405,7,2,35,16,-1,0
78406,7,1,0,10,-1,0
78407,7,2,0,9,-1,0
78408,7,1,39,29,2,53000
78409,1,2,41,69,2,60000
78410,1,1,40,72,1,0
78411,7,1,42,34,2,28000
78412,5,2,39,59,2,9952
78413,1,2,43,85,2,0
78414,1,1,42,85,1,0
78415,4,2,41,68,2,0
78416,1,2,39,48,2,0
78417,1,1,39,61,2,25000
78418,7,1,0,5,-1,0
78419,4,2,39,80,2,0
78420,4,2,39,49,2,0
78421,7,1,41,24,2,14000
78422,7,1,0,10,-1,0
78423,1,1,36,75,1,0
78424,1,2,34,71,2,0
78425,1,1,39,52,2,53000
78426,1,2,39,56,2,20000
78427,1,1,43,71,1,42500
78428,1,2,43,71,2,8700
78429,1,1,40,68,1,0
78430,1,2,42,67,2,0
78431,7,1,43,53,2,0
78432,7,2,39,26,2,32000
78433,1,1,41,32,2,63000
78434,1,2,43,32,2,30000
78435,7,2,0,0,-1,0
78436,4,2,43,85,1,0
78437,1,2,43,36,2,16255
78438,1,2,39,37,2,4000
78439,7,1,39,49,2,48000
78440,1,2,40,61,2,105000
78441,1,1,40,60,1,16156
78442,5,1,39,77,2,0
78443,7,2,40,71,2,0
78444,7,1,40,31,2,0
78445,5,2,42,65,2,24000
78446,7,1,0,10,-1,0
78447,5,2,44,71,2,0
78448,7,2,39,29,2,0
78449,7,2,0,11,-1,0
78450,7,1,0,9,-1,0
78451,7,2,0,7,-1,0
78452,7,2,39,60,2,60000
78453,1,1,39,30,2,45000
78454,1,2,39,28,2,36000
78455,5,2,42,65,2,0
78456,5,2,43,39,2,50000
78457,7,1,0,13,-1,0
78458,7,1,0,12,-1,0
78459,7,2,0,8,-1,0
78460,7,1,39,39,2,33000
78461,7,2,0,12,-1,0
78462,1,2,39,62,2,0
78463,1,1,40,67,2,0
78464,1,2,39,66,2,0
78465,1,1,39,67,1,53000
78466,1,1,40,31,2,50000
78467,1,2,40,39,2,0
78468,7,1,0,12,-1,0
78469,7,1,0,8,-1,0
78470,1,2,39,70,2,20000
78471,1,1,39,69,2,59000
78472,7,2,0,11,-1,0
78473,7,1,0,10,-1,0
78474,5,1,41,74,2,0
78475,1,1,40,72,2,24861
78476,1,2,39,75,2,0
